Start,End,Label,Start Sample,End Sample,mean,std,rms,mav,iEMG,wl,zcr,spec_entropy,median_freq,skew,kurtosis,file
0.54966,0.560119,PSW,6060.002032520325,6175.315040650406,-0.044139475,0.0035352763,0.04428082,0.044139475,5.07604,0.10440852,0,2.1527095,575.2173913043478,0.17217186966041054,-0.2016905409133094,.\Spontanaktivität\filtered_RN181281_segment_3.wav
0.660307,0.672418,PSW,7279.892276422765,7413.412601626016,0.001685432,0.0053720805,0.005630269,0.004626895,0.6200039,0.15381655,11,2.3370647,493.65671641791045,0.0050827215693643015,-0.823439485976337,.\Spontanaktivität\filtered_RN181281_segment_3.wav
0.421396,0.434883,PSW,4645.900406504065,4794.59349593496,0.10001676,0.0058310395,0.100186594,0.10001676,14.902497,0.15633029,0,1.5424738,147.98657718120805,0.1041485123530224,-1.220224618642391,.\Spontanaktivität\filtered_RN181281_segment_3.wav
0.862589,0.872869,Fibrillation,9510.054200542005,9623.38482384824,0.0034468458,0.0031108842,0.004643097,0.0037202435,0.4203875,0.15804654,12,2.57013,1951.3274336283187,0.4247819646473746,-0.46123188749368804,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.299735,1.308121,Fibrillation,14329.588075880758,14422.042005420057,-0.0115592275,0.0028570807,0.011907084,0.0115592275,1.0750082,0.10906331,0,2.8333893,1896.7741935483873,0.914348290714277,0.11666088451824796,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.141486,1.153659,Fibrillation,12584.89295392954,12719.10027100271,-0.0035516182,0.0037768227,0.0051844367,0.0043371487,0.5855151,0.14086846,8,2.4768946,326.66666666666663,0.3085472546863741,-0.03735092211894697,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.005419,1.015699,Fibrillation,11084.753387533874,11198.084010840108,-0.004456485,0.0045718197,0.0063844966,0.0052416795,0.59755147,0.12562689,9,1.6910084,193.42105263157893,0.07815986866500507,-0.7952477338534281,.\Spontanaktivität\filtered_RN181281_segment_3.wav
0.950776,0.960514,PSW,10482.31165311653,10589.677506775068,-0.0036189882,0.003328433,0.0049168626,0.0041645416,0.44560596,0.10368524,6,2.2110896,206.0747663551402,0.17367021976661262,-0.5999658956378662,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.304605,1.314613,PSW,14383.271002710027,14493.619241192411,-0.013075303,0.0021986288,0.013258866,0.013075303,1.4382833,0.11086817,0,2.7775846,1202.7272727272727,-0.30272411627054996,-0.32556355446961627,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.217229,1.232108,PSW,13419.960704607043,13583.9918699187,0.013322653,0.0068270634,0.014970032,0.013436748,2.2036266,0.16718389,3,1.7019365,134.45121951219514,-0.609794142059012,-0.7317149398299674,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.104967,1.122821,PSW,12182.271002710027,12379.108401084011,-0.02584873,0.0077545587,0.026986849,0.02584873,5.0922,0.23102696,0,1.969943,111.92893401015228,-0.3440837343989578,-0.971283898527552,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.013535,1.02192,PSW,11174.224932249324,11266.678861788618,-0.0020802908,0.0027407869,0.0034408607,0.002995521,0.27558795,0.11354193,10,2.7503216,1438.0434782608693,0.6853628382256647,-0.06484419293528054,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.429208,1.440901,Fibrillation,15757.024390243903,15885.934959349594,0.006970833,0.007810359,0.010468726,0.009456754,1.2104645,0.1455762,2,1.6834137,344.53125,-0.8733551377326241,0.025549564456138985,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.899834,1.911527,Fibrillation,20945.674796747968,21074.585365853654,-0.039570596,0.054961722,0.067724615,0.040003076,5.160397,0.32296103,8,1.0711999,170.93023255813952,-1.1554204722364179,-0.28156376358020063,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.716772,1.727369,Fibrillation,18927.418699186997,19044.243902439022,-0.009549172,0.007052479,0.011871148,0.010305366,1.2057278,0.11770785,2,1.2714641,188.46153846153845,0.5341554674165964,-0.8758852207532315,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.568057,1.581577,Fibrillation,17287.837398373984,17436.89024390244,-0.0037691349,0.0032919785,0.0050043482,0.0040589403,0.6047821,0.16874155,15,2.8759687,1035.9060402684563,-0.15204331961741469,-0.9325879602478038,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.437247,1.449305,PSW,15845.650406504064,15978.58943089431,0.009134884,0.003126087,0.009654975,0.009134884,1.2149396,0.1286039,0,2.865721,994.7368421052631,-0.7229702323949834,0.25312938240912164,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.455151,1.469036,PSW,16043.044715447157,16196.126016260165,0.0006266181,0.0023651272,0.0024467278,0.0020016965,0.30625957,0.16057147,20,2.9851243,2017.6470588235295,0.14862519791368436,-0.6898114514624205,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.47744,1.488767,PSW,16288.780487804876,16413.662601626016,-0.0054873456,0.0029026042,0.0062077437,0.0058347112,0.7293389,0.109051816,3,2.6584888,352.8,1.4573589880106093,2.2115695856763544,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.957201,1.969259,PSW,21578.142276422765,21711.081300813006,0.022894979,0.0035171555,0.023163557,0.022894979,3.0450323,0.14196011,0,2.6496134,994.7368421052631,-0.24263999614912676,-0.8564811648705488,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.970355,1.990817,PSW,21723.166666666668,21948.760162601626,0.018142298,0.0034901872,0.018474966,0.018142298,4.082017,0.21571551,0,2.3489618,195.99999999999997,-0.16077495343207887,-0.31965715283910034,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.794235,1.807024,PSW,19781.451219512197,19922.447154471545,-0.0014233057,0.0033998818,0.003685783,0.0028990454,0.4087654,0.13819975,18,2.0152667,312.7659574468085,0.07333504323117666,-0.245867992158741,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.760254,1.775966,PSW,19406.80487804878,19580.028455284555,-0.012141009,0.0043562045,0.0128988605,0.012141009,2.1125355,0.16210891,0,2.23634,126.72413793103448,0.3495276252653408,-0.8591454239880703,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.727003,1.747465,PSW,19040.21544715447,19265.808943089432,-0.025308983,0.045954812,0.05246322,0.045788057,10.302313,0.66229033,2,1.8179159,293.99999999999994,1.9247357006333616,3.7522804875286537,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.577558,1.587423,PSW,17392.577235772358,17501.345528455284,-0.0026684355,0.0043197214,0.0050774543,0.0039605154,0.43169618,0.15956886,14,2.556018,404.5871559633028,-0.2857992334991971,-0.2141598513692604,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.454298,1.460875,Fibrillation,16033.644986449865,16106.157181571816,0.0005268811,0.0021593682,0.002222718,0.0018858577,0.13766761,0.059755906,9,2.155089,1208.2191780821918,0.2770117049828754,-0.9486010013509154,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.273015,2.282411,PSW,25059.9972899729,25163.58807588076,0.02227974,0.0033960852,0.022537086,0.02227974,2.317093,0.11927078,0,1.7328075,212.01923076923075,0.06528641124128794,-0.23983312699394244,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.043881,2.057334,Fibrillation,22533.794715447155,22682.11788617886,-0.006619711,0.0037248908,0.0075957477,0.006670211,0.99386144,0.1685608,6,2.595961,887.9194630872482,-0.20280426758040013,-0.35785405605346776,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.364412,2.381283,Fibrillation,26067.653116531164,26253.64566395664,0.007787129,0.0026862465,0.008237433,0.0077903974,1.449014,0.17287311,2,2.9434829,1422.5806451612905,-0.4140243584213785,-0.11518624614183182,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.190373,2.207457,Fibrillation,24148.869241192413,24337.216124661245,-0.009126232,0.0045335228,0.010190237,0.009139734,1.7274098,0.20871072,2,2.3513489,233.33333333333331,0.20614620246076443,-0.5329975067482855,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.211087,2.223686,PSW,24377.23983739837,24516.14566395664,-0.017419592,0.0045958543,0.018015662,0.017419592,2.4213233,0.16681935,0,2.6358027,634.5323741007194,-1.1871820366948231,1.107756665807079,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.110721,2.12631,PSW,23270.70189701897,23442.568428184284,-0.003515347,0.0037302896,0.0051256926,0.0045545055,0.7833749,0.17690006,12,2.8219004,512.7906976744185,1.0942302601211664,1.0279562808868006,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.200623,2.210446,PSW,24261.877371273717,24370.176829268294,-0.012985946,0.002670353,0.013257661,0.012985946,1.4154681,0.1073143,0,2.424779,606.8807339449542,-0.472347330023053,-0.176173821169332,.\Spontanaktivität\filtered_RN181281_segment_3.wav
1.906144,1.915754,PSW,21015.247967479678,21121.193089430893,-0.062808014,0.04892127,0.07961242,0.062808014,6.6576495,0.33010596,0,1.1812077,208.01886792452828,-0.7616026706961828,-0.7915278448956542,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.374663,2.381283,PSW,26180.661246612464,26253.64566395664,0.008497436,0.002747596,0.008930605,0.008505763,0.62092066,0.0646702,2,2.1240292,604.1095890410959,-1.2308558988211253,1.7397872016248899,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.447912,2.463808,PSW,26988.236449864497,27163.49051490515,-0.023783455,0.03901849,0.045695677,0.03034305,5.310034,0.29805046,5,0.86247957,126.0,-1.2917944158038857,0.9692224455904332,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.680207,2.695255,PSW,29549.282520325203,29715.18970189702,0.017225768,0.00539436,0.018050656,0.017225768,2.8594775,0.2085559,0,2.25282,265.66265060240966,0.8884613179384355,0.7298074266778474,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.645023,2.668337,PSW,29161.386856368565,29418.42615176152,0.030784128,0.004361681,0.031091586,0.030784128,7.911521,0.28263474,0,2.1196673,86.1328125,-0.21343632043939814,-0.8856545885014939,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.474829,2.498779,PSW,27285.0,27549.04945799458,0.020192811,0.0038495366,0.02055647,0.020192811,5.330902,0.30164477,0,2.94215,430.6640625,-0.06101839084579194,-0.08594426284019052,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.675968,2.684234,Fibrillation,29502.54810298103,29593.680216802168,0.015197899,0.0032246187,0.015536225,0.015197899,1.3830088,0.101032406,0,2.4973056,726.9230769230769,0.4365152568848238,-0.46488520177382675,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.513192,2.530996,Fibrillation,27707.946476964767,27904.231029810297,0.008471739,0.00476881,0.009721722,0.008658705,1.7057649,0.20812796,5,3.012252,671.5736040609137,0.019148660052872853,0.033358499676791276,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.132341,3.15197,PSW,34534.06775067751,34750.471544715445,-0.008800738,0.044060487,0.044930834,0.031595428,6.824612,0.5374351,3,1.4168496,102.08333333333334,1.7800220434788856,4.3304344337500575,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.958608,2.971764,PSW,32618.663956639568,32763.70054200542,-0.13284677,0.112819344,0.17428848,0.13453235,19.50719,0.71115696,1,1.1742494,152.06896551724137,-0.4383236756512591,-0.9654215332222491,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.90639,2.924328,PSW,32042.957994579945,32240.722222222223,-0.03869393,0.051501658,0.06441771,0.04369063,8.650744,0.8048135,2,2.312117,222.72727272727272,-1.7470902158018198,3.8862149463115534,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.240375,3.259594,PSW,35725.139566395665,35937.0298102981,0.0035926672,0.004037603,0.005404581,0.004576836,0.97028923,0.22243777,15,2.2440214,208.01886792452828,-0.25902872810593447,-0.43825514019057543,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.282657,3.295043,PSW,36191.29810298103,36327.849593495936,-0.0043289936,0.0033895457,0.00549811,0.0047973916,0.65244526,0.15927482,5,2.9930158,1621.3235294117646,0.24365220916039923,-0.09181395866256992,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.792571,2.812857,PSW,30788.09688346884,31011.75880758808,0.005920798,0.0044048363,0.007379596,0.006525897,1.455275,0.22269255,5,2.6377952,197.75784753363226,-0.720353907231344,1.1574007655565337,.\Spontanaktivität\filtered_RN181281_segment_3.wav
2.842113,2.856634,Fibrillation,31334.30284552845,31494.397696476964,0.006209644,0.0030010913,0.0068968274,0.0062284544,0.9965527,0.14810237,2,3.0917408,1378.125,0.11630770466469241,-0.08653373324169422,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.165848,3.190832,Fibrillation,34903.47628726287,35178.933604336045,-0.006912404,0.0039621126,0.0079674125,0.006941307,1.9088594,0.29588103,7,2.6925929,172.265625,-0.03919578371454962,-1.0155141250467945,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.240802,3.249344,Fibrillation,35729.84823848239,35824.0216802168,0.004555356,0.002401812,0.005149754,0.004672057,0.44384542,0.09617465,3,2.6743727,1160.5263157894738,-0.490981547529335,0.4090904389980312,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.005216,3.02296,Fibrillation,33132.51219512195,33328.13888888889,0.051715005,0.011860724,0.05305769,0.051715005,10.136141,0.23857078,0,1.030194,112.5,0.21259835803227567,-0.9542849689693305,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.342126,3.356276,Fibrillation,36846.94308943089,37002.94918699187,-0.004373269,0.006610016,0.007925767,0.006235722,0.9727726,0.1627593,8,1.6753972,141.34615384615384,0.08826295361491103,-0.6233226810846202,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.349089,3.358747,PSW,36923.70799457995,37030.18834688347,0.0002879318,0.003563584,0.0035751974,0.00261269,0.27955782,0.11377752,11,2.2671723,412.1495327102804,1.270980553994599,1.8015636803965656,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.359196,3.379635,PSW,37035.14092140921,37260.48306233062,-0.0014349031,0.0029870449,0.0033138173,0.0026510842,0.59649396,0.25123155,28,3.0429187,979.9999999999999,0.03448477860182707,-0.1866270123883047,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.45958,3.474485,Fibrillation,38141.87804878049,38306.20325203252,-0.06660684,0.050361652,0.0835031,0.06660684,10.990129,0.37928212,0,1.3517567,133.63636363636363,-1.0555428507534654,-0.09439662060240339,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.578097,3.590358,PSW,39448.52845528456,39583.69918699187,0.02231905,0.002580413,0.022467721,0.02231905,3.0130718,0.13140473,0,2.7367373,1306.6666666666665,-0.4044732514301431,0.4411846311247687,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.589877,3.601656,Fibrillation,39578.39837398374,39708.26829268293,-0.07351965,0.104044296,0.1273984,0.08466023,11.00583,0.54805374,1,0.90665054,169.6153846153846,-0.7713229191908245,-0.935548250943826,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.925026,3.936376,Fibrillation,43273.41463414634,43398.55284552845,-0.011749706,0.020298706,0.023454066,0.016297702,2.0372126,0.15478276,3,0.856322,176.4,-0.9893523760047375,-0.0040306320253580274,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.776816,3.791659,Fibrillation,41639.39837398374,41803.0406504065,-0.013132482,0.0030809715,0.01348905,0.013132482,2.153727,0.19560926,0,3.1005974,1210.0609756097563,0.22685047909538586,0.3083000880921207,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.496111,3.503315,PSW,38544.634146341465,38624.04878048781,0.025837457,0.004820451,0.026283285,0.025837457,2.0669966,0.081893064,0,1.7825854,275.625,-0.27909292603780894,-0.7053605377827754,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.501787,3.508117,PSW,38607.20325203252,38676.9918699187,0.032048497,0.0028899568,0.032178536,0.032048497,2.2113464,0.08226746,0,2.5517752,2236.9565217391305,-0.19046358986649137,-0.9470940750631915,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.766338,3.777471,PSW,41523.88617886179,41646.61788617887,-0.008687348,0.0049968497,0.010021902,0.008704539,1.0706583,0.100885704,2,1.3868823,179.26829268292684,-0.16156415731919954,-1.1286058596699948,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.803009,3.821999,PSW,41928.17886178862,42137.54471544716,-0.029385515,0.04874164,0.05691446,0.04886907,10.213635,0.68241966,2,1.7871652,316.50717703349284,1.4386799874308012,2.2159261332683986,.\Spontanaktivität\filtered_RN181281_segment_3.wav
3.93594,3.958204,PSW,43393.73983739837,43639.20325203252,-0.010827727,0.04447537,0.04577443,0.02896198,7.124647,0.4510802,1,1.2998228,89.63414634146342,-1.7183492078603957,1.6427755924849237,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.392681,4.408924,PSW,48429.30894308943,48608.397018970194,-0.02169499,0.052944314,0.057216894,0.04644622,8.313873,0.63180786,9,1.674495,369.55307262569835,1.0424720396445653,0.7101828296046504,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.025858,4.038607,PSW,44385.092140921406,44525.64227642276,0.013613667,0.0064970506,0.015084548,0.013613667,1.9059135,0.14838913,0,1.5364187,157.5,0.5692329168819553,-0.8958956207758404,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.130312,4.141621,PSW,45536.69647696477,45661.37804878049,-0.015144923,0.0036827186,0.015586249,0.015144923,1.8931154,0.124348596,0,2.724956,705.6,-0.0930018221696549,-0.16731207584704721,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.266842,4.282675,Fibrillation,47041.9430894309,47216.4972899729,0.037250955,0.01149712,0.038984835,0.037250955,6.518917,0.19482118,0,1.0245879,126.0,0.6076359263913902,-0.5610905715665386,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.123321,4.131957,Fibrillation,45459.62059620596,45554.83197831978,-0.018007316,0.002912099,0.018241264,0.018007316,1.7106949,0.09251619,0,2.5336525,1160.5263157894738,-0.6349634869830254,-0.42671367708276486,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.424551,4.436683,Fibrillation,48780.68428184282,48914.433604336045,-0.044502627,0.05073817,0.0674896,0.0446576,5.9841185,0.31186453,2,0.9820423,164.55223880597015,-0.916482238462626,-0.6553941585595044,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.431748,4.440384,PSW,48860.02710027101,48955.238482384826,-0.06629768,0.047670417,0.081656896,0.06629768,6.2982793,0.28684986,0,0.62010175,232.10526315789474,-0.4289181948508393,-1.1311866316278878,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.244636,4.265609,PSW,46797.11382113821,47028.34146341463,0.029564548,0.004055895,0.02984146,0.029564548,6.8294106,0.24111885,0,2.2702408,286.3636363636364,-0.5986639480265367,-0.1939231739436722,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.462598,4.470986,PSW,49200.14905149052,49292.62872628727,0.03428138,0.0063521103,0.034864914,0.03428138,3.153887,0.10806024,0,1.6712363,239.67391304347822,0.7343288647162819,0.26305592948500234,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.536371,4.563686,PSW,50013.49593495935,50314.64769647697,-0.047919173,0.08278043,0.095649615,0.05026853,15.130828,0.79722166,3,1.5829747,172.265625,-1.895720886939336,2.4506270696516532,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.674884,4.684777,PSW,51540.59620596206,51649.67479674797,-0.0022290666,0.003698153,0.004317994,0.0030162048,0.32876632,0.13474885,16,2.7222972,1416.0550458715597,-1.177956413047645,1.8273729360389446,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.684777,4.700908,PSW,51649.67479674797,51827.52032520325,-0.0135007845,0.0041210204,0.014115736,0.0135007845,2.4031396,0.246209,0,2.1529193,247.75280898876403,0.01888837561419399,-0.5820230495592593,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.746936,4.767584,PSW,52334.97289972899,52562.61517615176,-0.023545476,0.041951425,0.048107293,0.041433945,9.446939,0.61629033,2,1.6173726,96.71052631578947,1.8615831618372465,4.062845786640712,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.081603,5.1001,PSW,56024.67479674797,56228.60433604336,-0.002356945,0.0036899426,0.004378455,0.0034311805,0.6999608,0.20522939,19,2.4695668,324.2647058823529,-0.281778838635084,0.3948545428794503,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.896633,4.91556,PSW,53985.37940379404,54194.0514905149,-0.049270615,0.045877017,0.067322314,0.049270615,10.297559,0.41372597,0,1.4812396,105.50239234449761,-1.2925458936414305,0.4927949402389129,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.728439,4.739838,Fibrillation,52131.04336043361,52256.72086720867,-0.015435723,0.00631188,0.016676372,0.015474501,1.9343126,0.15642823,2,2.1093493,352.8,0.15518034520264742,0.19521669654468843,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.018369,5.032779,Fibrillation,55327.52032520325,55486.39566395664,0.021001298,0.0030405216,0.021220258,0.021001298,3.3392065,0.17720313,0,2.8802626,1386.7924528301887,0.0005705557038069842,-0.11330537616290437,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.882007,4.892976,Fibrillation,53824.13279132791,53945.06775067751,-0.014378024,0.0059299157,0.015552863,0.014378024,1.739741,0.11569632,0,1.3638229,182.2314049586777,0.7813545076533559,-0.6025574903375142,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.562826,4.575946,Fibrillation,50305.16260162601,50449.81029810298,0.018017491,0.003966776,0.018448992,0.018017491,2.5945187,0.14870182,0,2.0896735,306.25,0.4297062399536757,-0.3286411192063219,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.67897,4.682842,Fibrillation,51585.650406504064,51628.333333333336,-0.0010040405,0.002822992,0.0029962277,0.0023839963,0.10251184,0.056119476,9,1.7826347,2051.162790697674,0.047001259152651666,-0.590037021231169,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.140142,5.148495,Fibrillation,56670.07452574526,56762.15853658537,-0.000950551,0.0031096397,0.0032516774,0.0025761758,0.23700818,0.07527251,7,2.1064959,479.34782608695645,-0.6148662898817492,-0.1962061532559698,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.267894,5.281372,Fibrillation,58078.54132791328,58227.13143631436,-0.019330975,0.004437948,0.01983386,0.019330975,2.8803153,0.16492423,0,2.8469002,887.9194630872482,0.8048767680019757,0.00863593062630974,.\Spontanaktivität\filtered_RN181281_segment_3.wav
4.891092,4.898306,PSW,53924.29674796748,54003.82384823848,-0.018162064,0.002850305,0.018384362,0.018162064,1.4348031,0.08917211,0,2.2160745,837.3417721518986,-0.2122296123340499,-0.5635473572759748,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.277196,5.284789,PSW,58181.08943089431,58264.80216802168,-0.021085346,0.0028356959,0.021275172,0.021085346,1.7500838,0.08702403,0,2.3073196,1593.9759036144578,0.13975984829701882,-0.3860965912855274,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.284789,5.295229,PSW,58264.80216802168,58379.90718157182,-0.019806465,0.0049441434,0.020414228,0.019806465,2.2777436,0.117371604,0,2.1559563,383.4782608695652,-1.107974574213386,0.9526025672796368,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.117933,5.129322,PSW,56425.2147696477,56550.78387533876,-0.0036115907,0.0028617687,0.004607961,0.0040201023,0.5025128,0.14370751,9,2.6988926,705.6,0.5012543040504978,-0.12387173618821068,.\Spontanaktivität\filtered_RN181281_segment_3.wav
5.55368,5.569227,PSW,61229.327913279136,61400.734417344174,-0.015194037,0.008208246,0.017269453,0.01602957,2.7410564,0.19233051,1,1.751301,128.94736842105263,1.3862468248866366,1.3682874056491254,.\Spontanaktivität\filtered_RN181281_segment_3.wav
