filename,label,index,original_file,start_sample,end_sample
filtered_BA0803901_segment_1_1.283616-1.297537_Fibrillation.png,Fibrillation,13,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,14151,14305
filtered_BA0803901_segment_1_1.438141-1.451164_Fibrillation.png,Fibrillation,14,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,15855,15999
filtered_BA0803901_segment_1_1.750699-1.762925_Fibrillation.png,Fibrillation,15,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,19301,19436
filtered_BA0803901_segment_1_1.817942-1.829902_Fibrillation.png,Fibrillation,16,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,20042,20174
filtered_BA0803901_segment_1_1.906713-1.917875_Fibrillation.png,Fibrillation,17,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,21021,21144
filtered_BA0803901_segment_1_2.06242-2.072243_Fibrillation.png,Fibrillation,18,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,22738,22846
filtered_BA0803901_segment_1_2.218318-2.228775_Fibrillation.png,Fibrillation,19,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,24456,24572
filtered_BA0803901_segment_1_2.528848-2.540255_Fibrillation.png,Fibrillation,20,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,27880,28006
filtered_BA0803901_segment_1_2.3739-2.385624_Fibrillation.png,Fibrillation,21,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,26172,26301
filtered_BA0803901_segment_1_2.397031-2.413192_PSW.png,PSW,22,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,26427,26605
filtered_BA0803901_segment_1_2.456602-2.466108_PSW.png,PSW,23,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,27084,27188
filtered_BA0803901_segment_1_2.638167-2.647673_PSW.png,PSW,24,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,29085,29190
filtered_BA0803901_segment_1_0.455513-0.470709_PSW.png,PSW,25,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,5022,5189
filtered_BA0803901_segment_1_0.599897-0.609988_PSW.png,PSW,26,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,6613,6725
filtered_BA0803901_segment_1_2.686202-2.693834_Fibrillation.png,Fibrillation,27,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,29615,29699
filtered_BA0803901_segment_1_2.995188-3.004619_Fibrillation.png,Fibrillation,28,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,33021,33125
filtered_BA0803901_segment_1_2.840131-2.849008_Fibrillation.png,Fibrillation,29,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,31312,31410
filtered_BA0803901_segment_1_3.147748-3.16023_Fibrillation.png,Fibrillation,30,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,34703,34841
filtered_BA0803901_segment_1_2.954135-2.964399_PSW.png,PSW,31,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,32569,32682
filtered_BA0803901_segment_1_3.303696-3.31574_Fibrillation.png,Fibrillation,32,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,36423,36556
filtered_BA0803901_segment_1_3.453427-3.462542_Fibrillation.png,Fibrillation,33,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,38074,38174
filtered_BA0803901_segment_1_3.460589-3.468726_Fibrillation.png,Fibrillation,34,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,38152,38242
filtered_BA0803901_segment_1_3.616504-3.626595_Fibrillation.png,Fibrillation,35,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,39871,39983
filtered_BA0803901_segment_1_3.389231-3.39875_PSW.png,PSW,36,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,37366,37471
filtered_BA0803901_segment_1_3.192407-3.201925_PSW.png,PSW,37,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,35196,35301
filtered_BA0803901_segment_1_3.377674-3.385152_PSW.png,PSW,38,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,37238,37321
filtered_BA0803901_segment_1_2.794731-2.80373_PSW.png,PSW,39,.\Spontanaktivität\filtered_BA0803901_segment_1.wav,30811,30911
filtered_BA0803901_segment_2_0.003092-0.012712_Fibrillation.png,Fibrillation,40,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,34,140
filtered_BA0803901_segment_2_0.012368-0.02405_Fibrillation.png,Fibrillation,41,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,136,265
filtered_BA0803901_segment_2_0.038137-0.052223_Fibrillation.png,Fibrillation,42,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,420,575
filtered_BA0803901_segment_2_0.076274-0.088986_PSW.png,PSW,43,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,840,981
filtered_BA0803901_segment_2_0.11338-0.119564_PSW.png,PSW,44,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,1250,1318
filtered_BA0803901_segment_2_0.13262-0.143958_PSW.png,PSW,45,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,1462,1587
filtered_BA0803901_segment_2_0.238442-0.251155_PSW.png,PSW,46,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,2628,2768
filtered_BA0803901_segment_2_0.249437-0.256308_PSW.png,PSW,47,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,2750,2825
filtered_BA0803901_segment_2_0.25459-0.262149_PSW.png,PSW,48,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,2806,2890
filtered_BA0803901_segment_2_0.196182-0.206489_Fibrillation.png,Fibrillation,49,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,2162,2276
filtered_BA0803901_segment_2_0.285169-0.294445_Fibrillation.png,Fibrillation,50,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,3143,3246
filtered_BA0803901_segment_2_0.29101-0.298912_PSW.png,PSW,51,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,3208,3295
filtered_BA0803901_segment_2_0.018209-0.028173_PSW.png,PSW,52,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,200,310
filtered_BA0803901_segment_2_0.047413-0.057033_PSW.png,PSW,53,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,522,628
filtered_BA0803901_segment_2_0.384463-0.393739_PSW.png,PSW,54,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,4238,4340
filtered_BA0803901_segment_2_0.406452-0.421912_PSW.png,PSW,55,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,4481,4651
filtered_BA0803901_segment_2_0.46967-0.475167_PSW.png,PSW,56,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,5178,5238
filtered_BA0803901_segment_2_0.433938-0.441153_PSW.png,PSW,57,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,4784,4863
filtered_BA0803901_segment_2_0.446306-0.453522_PSW.png,PSW,58,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,4920,5000
filtered_BA0803901_segment_2_0.544226-0.552472_PSW.png,PSW,59,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,6000,6091
filtered_BA0803901_segment_2_0.564497-0.572056_PSW.png,PSW,60,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,6223,6306
filtered_BA0803901_segment_2_0.580302-0.592327_PSW.png,PSW,61,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,6397,6530
filtered_BA0803901_segment_2_0.642833-0.652453_PSW.png,PSW,62,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,7087,7193
filtered_BA0803901_segment_2_0.746593-0.757931_PSW.png,PSW,63,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,8231,8356
filtered_BA0803901_segment_2_0.825959-0.832831_PSW.png,PSW,64,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,9106,9181
filtered_BA0803901_segment_2_0.837298-0.846574_PSW.png,PSW,65,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,9231,9333
filtered_BA0803901_segment_2_0.889521-0.897767_PSW.png,PSW,66,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,9806,9897
filtered_BA0803901_segment_2_0.9201-0.931094_PSW.png,PSW,67,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,10144,10265
filtered_BA0803901_segment_2_1.016031-1.029087_PSW.png,PSW,68,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,11201,11345
filtered_BA0803901_segment_2_1.03424-1.046266_PSW.png,PSW,69,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,11402,11535
filtered_BA0803901_segment_2_1.08028-1.093679_PSW.png,PSW,70,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,11910,12057
filtered_BA0803901_segment_2_1.167548-1.179917_PSW.png,PSW,71,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,12872,13008
filtered_BA0803901_segment_2_1.227674-1.239356_PSW.png,PSW,72,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,13535,13663
filtered_BA0803901_segment_2_1.242105-1.259627_PSW.png,PSW,73,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,13694,13887
filtered_BA0803901_segment_2_1.310133-1.31941_PSW.png,PSW,74,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,14444,14546
filtered_BA0803901_segment_2_1.403586-1.421108_PSW.png,PSW,75,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,15474,15667
filtered_BA0803901_segment_2_1.33487-1.344491_Fibrillation.png,Fibrillation,76,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,14716,14823
filtered_BA0803901_segment_2_1.515249-1.525556_Fibrillation.png,Fibrillation,77,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,16705,16819
filtered_BA0803901_segment_2_1.872913-1.879784_Fibrillation.png,Fibrillation,78,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,20648,20724
filtered_BA0803901_segment_2_1.900055-1.91105_PSW.png,PSW,79,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,20948,21069
filtered_BA0803901_segment_2_1.7372-1.751286_PSW.png,PSW,80,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,19152,19307
filtered_BA0803901_segment_2_1.772932-1.78427_PSW.png,PSW,81,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,19546,19671
filtered_BA0803901_segment_2_1.789423-1.799043_PSW.png,PSW,82,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,19728,19834
filtered_BA0803901_segment_2_1.82172-1.830653_PSW.png,PSW,83,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,20084,20182
filtered_BA0803901_segment_2_1.624163-1.633096_PSW.png,PSW,84,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,17906,18004
filtered_BA0803901_segment_2_1.594959-1.60183_PSW.png,PSW,85,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,17584,17660
filtered_BA0803901_segment_2_1.573657-1.588431_PSW.png,PSW,86,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,17349,17512
filtered_BA0803901_segment_2_1.460276-1.468178_PSW.png,PSW,87,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,16099,16186
filtered_BA0803901_segment_2_1.879784-1.886999_PSW.png,PSW,88,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,20724,20804
filtered_BA0803901_segment_2_2.05682-2.07131_PSW.png,PSW,89,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,22676,22836
filtered_BA0803901_segment_2_2.213028-2.228224_PSW.png,PSW,90,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,24398,24566
filtered_BA0803901_segment_2_2.699673-2.714162_PSW.png,PSW,91,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,29763,29923
filtered_BA0803901_segment_2_2.537811-2.552301_PSW.png,PSW,92,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,27979,28139
filtered_BA0803901_segment_2_2.602485-2.615208_PSW.png,PSW,93,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,28692,28832
filtered_BA0803901_segment_2_2.184401-2.19465_PSW.png,PSW,94,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,24083,24196
filtered_BA0803901_segment_2_2.375596-2.389026_PSW.png,PSW,95,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,26190,26339
filtered_BA0803901_segment_2_2.301027-2.315516_PSW.png,PSW,96,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,25368,25528
filtered_BA0803901_segment_2_2.317637-2.327532_PSW.png,PSW,97,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,25551,25661
filtered_BA0803901_segment_2_2.004516-2.014411_Fibrillation.png,Fibrillation,98,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,22099,22208
filtered_BA0803901_segment_2_2.019712-2.028194_PSW.png,PSW,99,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,22267,22360
filtered_BA0803901_segment_2_1.965994-1.974476_PSW.png,PSW,100,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,21675,21768
filtered_BA0803901_segment_2_2.626517-2.638533_Fibrillation.png,Fibrillation,101,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,28957,29089
filtered_BA0803901_segment_2_2.50141-2.513072_Fibrillation.png,Fibrillation,102,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,27578,27706
filtered_BA0803901_segment_2_2.341315-2.351564_Fibrillation.png,Fibrillation,103,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,25813,25926
filtered_BA0803901_segment_2_2.436382-2.449459_Fibrillation.png,Fibrillation,104,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,26861,27005
filtered_BA0803901_segment_2_2.146794-2.153759_Fibrillation.png,Fibrillation,105,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,23668,23745
filtered_BA0803901_segment_2_2.274262-2.283452_Fibrillation.png,Fibrillation,106,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,25073,25175
filtered_BA0803901_segment_2_1.886641-1.893205_PSW.png,PSW,107,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,20800,20872
filtered_BA0803901_segment_2_1.813777-1.82067_PSW.png,PSW,108,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,19996,20072
filtered_BA0803901_segment_2_2.135756-2.144289_PSW.png,PSW,109,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,23546,23640
filtered_BA0803901_segment_2_2.144289-2.148556_PSW.png,PSW,110,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,23640,23687
filtered_BA0803901_segment_2_2.69079-2.70003_PSW.png,PSW,111,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,29665,29767
filtered_BA0803901_segment_2_3.179488-3.192493_PSW.png,PSW,112,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,35053,35197
filtered_BA0803901_segment_2_3.191466-3.204128_Fibrillation.png,Fibrillation,113,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,35185,35325
filtered_BA0803901_segment_2_3.216106-3.225346_Fibrillation.png,Fibrillation,114,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,35457,35559
filtered_BA0803901_segment_2_2.985788-2.995028_Fibrillation.png,Fibrillation,115,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,32918,33020
filtered_BA0803901_segment_2_2.992291-2.999135_PSW.png,PSW,116,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,32990,33065
filtered_BA0803901_segment_2_3.017615-3.032331_PSW.png,PSW,117,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,33269,33431
filtered_BA0803901_segment_2_3.003926-3.010771_PSW.png,PSW,118,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,33118,33193
filtered_BA0803901_segment_2_2.856769-2.872512_PSW.png,PSW,119,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,31495,31669
filtered_BA0803901_segment_2_2.871827-2.882094_PSW.png,PSW,120,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,31661,31775
filtered_BA0803901_segment_2_2.795511-2.807147_PSW.png,PSW,121,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,30820,30948
filtered_BA0803901_segment_2_2.761631-2.771555_Fibrillation.png,Fibrillation,122,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,30446,30556
filtered_BA0803901_segment_2_3.11823-3.131576_PSW.png,PSW,123,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,34378,34525
filtered_BA0803901_segment_2_3.38208-3.390865_PSW.png,PSW,124,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,37287,37384
filtered_BA0803901_segment_2_3.451713-3.460823_PSW.png,PSW,125,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,38055,38155
filtered_BA0803901_segment_2_3.37362-3.383056_PSW.png,PSW,126,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,37194,37298
filtered_BA0803901_segment_2_3.57081-3.583992_PSW.png,PSW,127,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,39368,39513
filtered_BA0803901_segment_2_3.764476-3.777319_PSW.png,PSW,128,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,41503,41644
filtered_BA0803901_segment_2_3.814498-3.828017_PSW.png,PSW,129,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,42054,42203
filtered_BA0803901_segment_2_4.150793-4.162623_PSW.png,PSW,130,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,45762,45892
filtered_BA0803901_segment_2_4.340065-4.35088_PSW.png,PSW,131,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,47849,47968
filtered_BA0803901_segment_2_4.062917-4.075084_Fibrillation.png,Fibrillation,132,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,44793,44927
filtered_BA0803901_segment_2_4.360682-4.373863_PSW.png,PSW,133,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,48076,48221
filtered_BA0803901_segment_2_3.957924-3.96888_PSW.png,PSW,134,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,43636,43756
filtered_BA0803901_segment_2_4.621981-4.635057_PSW.png,PSW,135,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,50957,51101
filtered_BA0803901_segment_2_4.632583-4.644245_PSW.png,PSW,136,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,51074,51202
filtered_BA0803901_segment_2_4.720228-4.731184_PSW.png,PSW,137,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,52040,52161
filtered_BA0803901_segment_2_4.778541-4.793031_PSW.png,PSW,138,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,52683,52843
filtered_BA0803901_segment_2_4.768646-4.781015_PSW.png,PSW,139,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,52574,52710
filtered_BA0803901_segment_2_4.530447-4.543877_PSW.png,PSW,140,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,49948,50096
filtered_BA0803901_segment_2_4.49652-4.509243_PSW.png,PSW,141,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,49574,49714
filtered_BA0803901_segment_2_4.912483-4.922732_PSW.png,PSW,142,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,54160,54273
filtered_BA0803901_segment_2_4.670398-4.683474_Fibrillation.png,Fibrillation,143,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,51491,51635
filtered_BA0803901_segment_2_4.809288-4.821657_Fibrillation.png,Fibrillation,144,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,53022,53158
filtered_BA0803901_segment_2_5.308614-5.327626_PSW.png,PSW,145,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,58527,58737
filtered_BA0803901_segment_2_5.344172-5.357198_PSW.png,PSW,146,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,58919,59063
filtered_BA0803901_segment_2_5.287139-5.297701_PSW.png,PSW,147,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,58290,58407
filtered_BA0803901_segment_2_5.09914-5.10759_PSW.png,PSW,148,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,56218,56311
filtered_BA0803901_segment_2_5.069567-5.079073_PSW.png,PSW,149,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,55891,55996
filtered_BA0803901_segment_2_5.03929-5.050556_PSW.png,PSW,150,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,55558,55682
filtered_BA0803901_segment_2_4.969935-4.985073_PSW.png,PSW,151,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,54793,54960
filtered_BA0803901_segment_2_4.738985-4.749195_PSW.png,PSW,152,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,52247,52359
filtered_BA0803901_segment_2_4.934729-4.943179_PSW.png,PSW,153,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,54405,54498
filtered_BA0803901_segment_2_5.277281-5.285027_Fibrillation.png,Fibrillation,154,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,58182,58267
filtered_BA0803901_segment_2_5.283618-5.288899_PSW.png,PSW,155,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,58251,58310
filtered_BA0803901_segment_2_5.509305-5.529334_PSW.png,PSW,156,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,60740,60960
filtered_BA0803901_segment_2_5.887699-5.901647_PSW.png,PSW,157,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,64911,65065
filtered_BA0803901_segment_2_5.851934-5.860875_PSW.png,PSW,158,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,64517,64616
filtered_BA0803901_segment_2_5.859445-5.870889_PSW.png,PSW,159,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,64600,64726
filtered_BA0803901_segment_2_6.038627-6.050787_PSW.png,PSW,160,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,66575,66709
filtered_BA0803901_segment_2_5.722822-5.733909_PSW.png,PSW,161,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,63094,63216
filtered_BA0803901_segment_2_5.680262-5.693137_PSW.png,PSW,162,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,62624,62766
filtered_BA0803901_segment_2_5.666314-5.675613_PSW.png,PSW,163,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,62471,62573
filtered_BA0803901_segment_2_6.011446-6.023248_Fibrillation.png,Fibrillation,164,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,66276,66406
filtered_BA0803901_segment_2_5.843708-5.851934_Fibrillation.png,Fibrillation,165,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,64426,64517
filtered_BA0803901_segment_2_5.697072-5.706013_Fibrillation.png,Fibrillation,166,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,62810,62908
filtered_BA0803901_segment_2_5.473072-5.486771_PSW.png,PSW,167,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,60340,60491
filtered_BA0803901_segment_2_5.403749-5.413297_PSW.png,PSW,168,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,59576,59681
filtered_BA0803901_segment_2_5.583897-5.598114_PSW.png,PSW,169,.\Spontanaktivität\filtered_BA0803901_segment_2.wav,61562,61719
filtered_BA0803901_segment_3_0.165778-0.170518_Fibrillation.png,Fibrillation,170,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,1827,1879
filtered_BA0803901_segment_3_0.301353-0.307854_Fibrillation.png,Fibrillation,171,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,3322,3394
filtered_BA0803901_segment_3_0.438554-0.44492_Fibrillation.png,Fibrillation,172,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,4835,4905
filtered_BA0803901_segment_3_0.578734-0.585506_Fibrillation.png,Fibrillation,173,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,6380,6455
filtered_BA0803901_segment_3_0.860043-0.868169_Fibrillation.png,Fibrillation,174,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,9481,9571
filtered_BA0803901_segment_3_0.754239-0.760331_Fibrillation.png,Fibrillation,175,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,8315,8382
filtered_BA0803901_segment_3_0.718586-0.723776_Fibrillation.png,Fibrillation,176,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,7922,7979
filtered_BA0803901_segment_3_0.33589-0.342662_Fibrillation.png,Fibrillation,177,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,3703,3777
filtered_BA0803901_segment_3_0.681939-0.690404_Fibrillation.png,Fibrillation,178,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,7518,7611
filtered_BA0803901_segment_3_0.378554-0.384649_Fibrillation.png,Fibrillation,179,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,4173,4240
filtered_BA0803901_segment_3_0.090744-0.098193_PSW.png,PSW,180,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,1000,1082
filtered_BA0803901_segment_3_0.066704-0.070767_PSW.png,PSW,181,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,735,780
filtered_BA0803901_segment_3_0.069412-0.074491_PSW.png,PSW,182,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,765,821
filtered_BA0803901_segment_3_0.80519-0.810946_Fibrillation.png,Fibrillation,183,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,8877,8940
filtered_BA0803901_segment_3_0.553272-0.559705_Fibrillation.png,Fibrillation,184,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,6099,6170
filtered_BA0803901_segment_3_0.55598-0.560382_PSW.png,PSW,185,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,6129,6178
filtered_BA0803901_segment_3_0.561736-0.567493_PSW.png,PSW,186,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,6193,6256
filtered_BA0803901_segment_3_0.546161-0.552933_PSW.png,PSW,187,.\Spontanaktivität\filtered_BA0803901_segment_3.wav,6021,6096
